cep,logradouro,complemento,unidade,bairro,localidade,uf,estado,região,ibge,gia,ddd,siafi
57607-687,Rua Tocantins,,,Vila Maria,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57607-690,Rua Sebastião Inácio da Silva,,,Vila Maria,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-112,Rua Dionísio Pau Ferro da Silva,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-123,Rua Professora Rita de Cássia Barros Barbosa,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-115,Travessa Lindolfo Passos,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-127,Rua Escritor Renato Ávila Cavalcanti de Amorim,(Lot Jardins),,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-125,Rua Empresário José Alfredo Canuto,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-130,Avenida Estudante Robério Ribeiro Gomes,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-504,Rua Liberato Oliveira Matos,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-506,Rua José Duarte Neto,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-508,Rua Maria Siqueira,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-485,Travessa São Vicente,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-512,Rua Tiago da Silva,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-514,Rua Luiz Maia e Silva,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-516,Rua Nelson Evangelista Ramos,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-518,Conjunto Formigão,,,Palmeira de Fora,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57608-710,Rua José Mendes Ferreira,lado ímpar,,Goití,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57073-412,Quadra B,(Lot Matarana),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-414,Quadra D,(Lot Matarana),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-413,Quadra C,(Lot Matarana),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-416,Travessa Alice Karoline,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-415,Avenida Alice Karoline,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-417,Rua Ministro Lindolfo Collor,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-421,Quadra 01,(Lot Cascadura),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-418,1ª Travessa Ministro Lindolfo Collor,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-422,Quadra 02,(Lot Cascadura),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-424,Loteamento Pratagy Pequeno,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-425,2ª Travessa Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-423,Quadra 03,(Lot Cascadura),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-426,3ª Travessa Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-428,5ª Travessa Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-429,6ª Travessa Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-430,Rua Doutor Gastão Machado Pontes de Miranda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-431,7ª Travessa Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-433,9ª Travessa Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-432,8ª Travessa Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-434,Quadra 01,(Res Dr Carile A Oliveira),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-437,Quadra 04,(Res Dr Carile A Oliveira),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-435,Quadra 02,(Res Dr Carile A Oliveira),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-438,Quadra 05,(Res Dr Carile A Oliveira),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-439,Quadra 06,(Res Dr Carile A Oliveira),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-441,Quadra A,(Lot Cascadura),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-442,Quadra B,(Lot Cascadura),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-443,Quadra C,(Lot Cascadura),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-447,Rua Cascadura,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-444,Quadra D,(Lot Cascadura),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-445,Quadra E,(Lot Cascadura),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-446,Quadra 07,(Res Dr Carile A Oliveira),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-449,Rua das Flores,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-452,Travessa Divaldo Suruagy,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-454,1ª Travessa Florêncio de Abreu,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-451,Rua Divaldo Suruagy,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-455,2ª Travessa Florêncio de Abreu,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-456,Rua Paraguaçu,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-460,Rua em Projeto 7365,(Cj Res Tab dos Martins),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-457,3ª Travessa Florêncio de Abreu,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-458,4ª Travessa Florêncio de Abreu,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-467,1ª Travessa Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-462,Travessa Gabino Besouro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-463,Vila José de Holanda,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-469,Travessa Francisco Holanda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-468,Condomínio Gabino Besouro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-470,Avenida Menino Marcelo,lado ímpar,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-475,Rua E,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-474,Rua D,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-477,Rua G,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-478,Rua H,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-480,Rua José Hailton dos Santos,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-479,Rua I,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-481,Rua J,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-482,Rua K,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-483,Rua L,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-484,Rua M,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-485,Rua N,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-486,Rua O,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-488,Rua Otacílio Oliveira Fontes,(Lot C do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-489,Rua R,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-487,Rua P,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-495,Rua T,(Lot C do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-491,Rua S,(Lot Canto do Mainá),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-494,3ª Travessa Pajuçara,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-493,2ª Travessa Pajuçara,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-497,8ª Travessa Alameda da Paz,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-496,7ª Travessa Alameda da Paz,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-499,10ª Travessa Alameda da Paz,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-501,1ª Travessa Santa Luzia,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-498,9ª Travessa Alameda da Paz,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-500,Rua Santa Luzia,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-503,3ª Travessa Santa Luzia,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-502,2ª Travessa Santa Luzia,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-504,4ª Travessa Santa Luzia,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-505,1ª Travessa Magno,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-506,2ª Travessa Magno,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-507,Rua Magda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-511,2ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-509,6ª Travessa Santa Luzia,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-512,3ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-515,1ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-514,5ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-518,8ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-516,6ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-517,7ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-508,5ª Travessa Santa Luzia,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-521,7ª Travessa Santa Luzia,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-510,Rua Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-520,Rua Otacílio Holanda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-519,9ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-513,4ª Travessa Benedito Calaça Loureiro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-523,2ª Travessa Otacílio Holanda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-522,1ª Travessa Otacílio Holanda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-524,3ª Travessa Otacílio Holanda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-525,4ª Travessa Otacílio Holanda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-526,5ª Travessa Otacílio Holanda,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-527,11ª Travessa Alameda da Paz,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-532,1ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-534,2ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-535,7ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-528,12ª Travessa Alameda da Paz,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-529,13ª Travessa Alameda da Paz,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-530,Rua Senador Teotônio Vilela,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-531,5ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-533,6ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-536,3ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-537,8ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-552,2ª Travessa São Pedro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-555,5ª Travessa São Pedro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-554,4ª Travessa São Pedro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-542,2ª Travessa Costa Nabal,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-541,1ª Travessa Costa Nabal,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-556,Rua Doutor Mário Guerra,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-551,1ª Travessa São Pedro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-547,1ª Travessa Tancredo Neves,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-538,4ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-543,3ª Travessa Costa Nabal,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-548,2ª Travessa Tancredo Neves,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-557,6ª Travessa São Pedro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-546,6ª Travessa Costa Nabal,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-558,Rua do Poço,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-550,Rua São Pedro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-553,3ª Travessa São Pedro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-545,5ª Travessa Costa Nabal,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-559,7ª Travessa São Pedro,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-549,3ª Travessa Tancredo Neves,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-544,4ª Travessa Costa Nabal,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-562,5ª Travessa Tancredo Neves,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-568,Travessa Santo Antonio,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-564,7ª Travessa Tancredo Neves,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-565,8ª Travessa Tancredo Neves,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-567,10ª Travessa Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-561,4ª Travessa Tancredo Neves,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-569,Travessa Bom Jesus,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-563,6ª Travessa Tancredo Neves,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-570,Rua Arnon de Mello,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-571,Vila Tancredo Neves,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-572,2ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-575,Travessa São José,(Cj Village Campestre II),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-574,3ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-576,4ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-577,5ª Travessa Gabino Besouro,(Cj Village Campestre II),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-587,Quadra D,(Cj Sta Helena),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-585,Quadra C,(Cj Sta Helena),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-581,Rua Padre Cícero,(Cj Sta Helena),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-578,5ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-592,9ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-595,Rua Galbino Besouro,(Cj Village Campestre II),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-594,10ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-589,Rua Santo Antônio,(Cj Sta Helena),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-590,Rua Rosa Virtebiana de Lima,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-579,4ª Travessa Gabino Besouro,(Cj Village Campestre II),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-588,8ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-591,Travessa A,(Cj Sta Helena),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-583,Rua Santa Helena,(Cj Sta Helena),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-586,7ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-584,6ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-601,4ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-596,11ª Travessa Universitária,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-599,3ª Travessa Gabino Besouro,(Cj Village Campestre II),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-604,7ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-606,9ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-602,5ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-597,2ª Travessa Gabino Besouro,(Cj Village Campestre II),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-605,8ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-603,6ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-607,10ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-608,11ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-611,13ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-612,14ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-609,12ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-617,19ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-618,20ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-613,15ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-616,18ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-622,1ª Travessa Senador Teotônio Vilela,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-614,16ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-615,17ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-626,4ª Travessa Senador Teotônio Vilela,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-619,Rua Padre Cícero,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-610,Avenida Frei Damião de Bozzano,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-621,21ª Travessa Pajuçara,(Cj Village Campestre),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-623,2ª Travessa Senador Teotônio Vilela,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-630,Rua Soraia da Silva Maciel,(Cj Denisson Menezes),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-624,3ª Travessa Senador Teotônio Vilela,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-627,5ª Travessa Teotônio Vilela,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-625,Avenida Gama Lins,,,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-631,Rua A,(Cj Denisson Menezes),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-632,Rua B,(Cj Denisson Menezes),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-633,Rua D,(Cj Denisson Menezes),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
57073-634,Rua C,(Cj Denisson Menezes),,Cidade Universitária,Maceió,AL,Alagoas,,2704302,,82,2785
